|4||   |L
SAOU |5|TWR  118.40
SAOU |4||   |L
SAOU |4||   |L
SAOU |4||   |L
SAOU |4||   |L
SAOU |4||   |L
SAOU |4||   |L
SAOU |4||HRD|L
SAOU |4||   |L
SAOU |4||   |L
SAOU |4||   |L
KSBP |4|242|   |L
KSBP |4|236|   |L
KSBP |5|UNIC 124.00
KSBP |5|ATIS 120.60
KSBP |5|UNIC 122.95
KSBP |5|APR  127.72
KSBP |5|DEP  127.72
KSBP |5|APR  119.05
KSBP |5|DEP  119.05
KSBP |5|GRND 121.60
KSBP |5|TWR  124.00
SMTO |4|947|HRD|L
SMTO |5|TWR  118.07
SLTI |4|.34|   |L
NM53 |4|507|   |L
SPLN |4|.38|   |L
68TX |4|984|   |L
68TX |4|979|   |L
97TX |4|.28|   |L
SAMR |4|.58|   |L
SAMR |5|TWR  118.10
SAMR |4||   |L
SAMR |4||HRD|L
SAMR |4||   |L
SAMR |4||   |L
SAMR |4||   |L
SAMR |4||   |L
SAMR |4||   |L
SAMR |4||   |L
SAMR |4||   |L
SAMR |4||   |L
SCAN |4|.81|   |L
SPRF |4|.26|   |L
SLRA |4|.27|   |L
LESO |4|350|   |L
OYSN |4|490|   |L
OYSN |5|TWR  118.90
OYSN |5|ATIS 128.40
OYSN |5|UNIC 129.20
OYSN |5|CLR  118.10
OYSN |5|GRND 121.60
OYSN |5|DEP  125.70
OYSN |5|APR  125.30
OYSN |4||   |L
OYSN |4||   |L
OYSN |4||   |L
OYSN |4||   |L
OYSN |4||   |L
OYSN |4||   |L
AT22 |4|1.6|   |L
Q85  |4|113|   |L
51LL |4|869|   |L
6CO6 |4|454|   |L
MT79 |4|584|   |L
OK94 |4|358|   |L
8U1  |4|105|   |L
WBKS |4|899|   |L
WBKS |5|GRND 121.90
WBKS |5|TWR  121.05
WBKS |5|APR  123.20
ENSD |4|829|   |L
EGES |4|248|   |L
EGES |4|251|   |L
EGES |4|251|   |L
TX75 |4|964|   |L
4ND8 |4|357|   |L
MT37 |4|128|   |L
IN88 |4|513|   |L
70PN |4|982|   |L
9FL1 |4|663|   |L
2NA5 |4|632|   |L
YSFI |4|.77|HRD|L
FY3X |4|.72|   |L
44AZ |4|935|   |L
EGHN |4|650|   |L
EGHN |5|TWR  119.27
KSZT |4|293|   |L
KSZT |5|ATIS 135.42
KSZT |5|UNIC 122.70
KSZT |4||   |L
KSZT |4||HRD|L
KSZT |4||   |L
KSZT |4||   |L
KSZT |4||   |L
KSZT |4||HRD|L
KSZT |4||   |L
KSZT |4||   |L
96U  |4|538|   |L
BISS |4|063|   |L
BISS |4|061|   |L
BISS |4|.06|   |L
BISS |5|TWR  119.90
CYZP |4|260|   |L
CYZP |5|ATIS 128.75
CYZP |5|TWR  122.30
YSAN |4|7.9|   |L
YSAN |4|7.9|   | 
YSAN |5|UNIC 126.70
57Y  |4|120|   |L
NA45 |4|866|   |L
EGCF |4|556|   |L
EGCF |5|UNIC 130.42
ESFS |4|068|   |L
0FD8 |4|976|   |L
CJY4 |4|544|   |L
CZSJ |4|066|   |L
CZSJ |5|UNIC 122.80
UT02 |4|084|   |L
03S  |4|402|   |L
9NC6 |4|276|   |L
VNSR |4|234|   |L
VA23 |4|121|   |L
W77  |4|428|   |L
SA5M |4|175|   |L
UEMS |4|962|   |L
UEMS |5|UNIC 122.10
WRLA |4|381|   |L
C56  |4|773|   |L
C56  |4|759|   |L
VTT1 |4|231|   |L
WRLU |4|988|   |L
MKJS |4|498|   |L
MKJS |5|ATIS 127.90
MKJS |5|GRND 121.70
MKJS |5|TWR  120.80
MKJS |5|APR  120.80
EBLE |4|116|   |L
FY3Y |4|.28|   |L
1PS4 |4|860|   |L
EDXM |4|977|   |L
EDXM |5|TWR  122.50
EDXO |4|307|   |L
EDXO |5|TWR  129.77
NM27 |4|418|   |L
LESL |4|853|   |L
LESL |5|TWR  123.50
SSQI |4|.50|   |L
SSWQ |4|.52|   |L
AGGT |4|.84|   |L
KSBA |4|427|   |L
KSBA |4|.43|   |L
KSBA |4|.43|   |L
KSBA |5|ATIS 132.65
KSBA |5|UNIC 119.70
KSBA |5|CLR  132.90
KSBA |5|GRND 121.70
KSBA |5|TWR  119.70
KSBA |4||   |L
KSBA |4||   |L
KSBA |4||   |L
KSBA |4||   |L
KSBA |4||   |L
KSBA |4||HRD|L
KSBA |4||   |L
KSBA |4||   |L
SJTM |4|.89|   |L
LECI |4|569|   |L
LECI |5|UNIC 123.50
SAWU |4|.01|   |L
SAWU |5|TWR  118.60
SAWU |4||   |L
SAWU |4||TRF|L
SAWU |4||   |L
SAWU |4||   |L
SAWU |4||   |L
SAWU |4||   |L
SAWU |4||HRD|L
SAWU |4||   |L
SAWU |4||   |L
SAWU |4||   |L
LPSC |4|119|   |L
SSSC |4|.68|   |L
KSZN |4|061|   |L
AGGL |4|.72|HRD|L
AGGL |5|ATIS 127.70
KSAF |4|608|   |L
KSAF |4|624|   |L
KSAF |4|620|   |L
KSAF |5|ATIS 128.55
KSAF |5|UNIC 119.50
KSAF |5|UNIC 122.95
KSAF |5|GRND 121.70
KSAF |5|TWR  119.50
9J2  |4|911|   |L
SISZ |4|.57|   |L
SBGO |4|.62|   |L
SBGO |5|ATIS 127.67
SBGO |5|GRND 121.70
SBGO |5|TWR  118.70
SBGO |5|TWR  121.05
SIWT |4|.84|   |L
SWHG |4|.82|   |L
SDSP |4|138|   |L
PR27 |4|963|   |L
SJMO |4|470|   |L
SSNU |4|.24|   |L
SWIY |4|.57|   |L
SJMP |4|286|   |L
SCTA |4|.74|   |L
SNHS |4|.05|   |L
SBSM |4|.71|   |L
SBSM |4|.72|   |L
SBSM |5|TWR  118.85
SBSM |5|TWR  118.30
SBSM |5|APR  119.35
SBSM |5|APR  121.35
SSND |4|.17|   |L
SSNE |4|.12|   |L
SSTA |4|.29|   |L
SNVD |4|.40|   |L
SNUJ |4|.78|   |L
SJMQ |4|169|   |L
SNSI |4|.20|   |L
SIIU |4|.64|   |L
SSZO |4|.65|   |L
KSZP |4|344|   |L
SISP |4|.70|   |L
SDUC |4|428|   |L
SNSK |4|.26|   |L
SNKS |4|.95|   |L
SIFH |4|.32|   |L
SAZR |4|.59|   |L
SAZR |5|TWR  118.30
SAZR |5|UNIC 296.50
SAZR |4||   |L
SAZR |4||HRD|L
SAZR |4||   |L
SAZR |4||   |L
SAZR |4||   |L
SAZR |4||   |L
SAZR |4||HRD|L
SAZR |4||   |L
SAZR |4||   |L
SAZR |4||   |L
SDUG |4|246|   |L
SSZR |4|.90|   |L
SCOT |4|.67|   |L
SSPQ |4|.44|   |L
SNTJ |4|.28|   |L
YSTT |4|.11|   |L
YSTT |5|UNIC 126.70
SISX |4|.37|   |L
SWST |4|.46|   |L
SSVP |4|.50|   |L
KIZA |4|607|   |L
KIZA |5|APR  124.15
KIZA |5|ATIS 118.07
KIZA |5|UNIC 122.80
SNKE |4|.31|   |L
SSLI |4|.83|   |L
SNDJ |4|.97|   |L
LEXJ |4|430|   |L
LEXJ |5|APR  118.37
LEXJ |5|TWR  118.10
LEXJ |5|GRND 121.70
FB65 |4|.50|   |L
VT06 |4|006|   |L
FB66 |4|.51|   |L
FB67 |4|.17|   |L
LEST |4|911|   |L
LEST |5|GRND 121.70
LEST |5|TWR  118.75
LEST |5|APR  120.20
LEST |5|APR  118.20
SSST |4|.20|   |L
MDST |4|408|   |L
MDST |5|GRND 121.90
MDST |5|TWR  118.30
MUCU |4|969|   |L
MUCU |4|980|   |L
MUCU |5|TWR  126.90
MUCU |5|APR  119.40
8S3  |4|433|   |L
SBNM |4|.28|   |L
SBNM |5|TWR  131.65
SNAM |4|.90|   |L
SWRM |4|.93|   |L
SDVF |4|590|   |L
SWAZ |4|403|   |L
SCSN |4|.65|   |L
SCSN |5|TWR  118.50
SCSN |5|GRND 121.90
SCSN |4||   |L
SCSN |4||HRD|L
SCSN |4||   |L
SCSN |4||   |L
SCSN |4||   |L
SCSN |4||   |L
SCSN |4||TRF|L
SCSN |4||   |L
SCSN |4||   |L
SCSN |4||   |L
SIOC |4|.14|   |L
NVSS |4|.49|HRD|L
NVSS |5|UNIC 118.10
SIUY |4|.01|   |L
SBRJ |4|2.9|   |L
SBRJ |4|2.9|   |L
SBRJ |5|ATIS 132.65
SBRJ |5|CLR  121.05
SBRJ |5|GRND 121.70
SBRJ |5|TWR  118.70
SBRJ |5|APR  119.35
SBRJ |4||   |L
SBRJ |4||HRD|L
SBRJ |4||   |L
SBRJ |4||   |L
SBRJ |4||   |L
SBRJ |4||   |L
SBRJ |4||   |L
SBRJ |4||   |L
SNSB |4|.70|   |L
SSJX |4|.47|   |L
SSSB |4|.65|   |L
SSSB |4|.64|   |L
SSEV |4|.08|   |L
SDSC |4|.88|   |L
SSZK |4|.21|   |L
SISG |4|.41|   |L
SNDG |4|.57|   |L
SWFX |4|.63|   |L
GVSF |4|890|   |L
GVSF |5|ATIS 118.60
SINA |4|.79|   |L
SJJP |4|.83|   |L
SSSG |4|.34|   |L
SIIJ |4|.25|   |L
SJIV |4|.08|   |L
SSJY |4|.71|   |L
SNNE |4|.54|   |L
SDJV |4|.02|   |L
SNFW |4|.38|   |L
SSSQ |4|.25|   |L
SDJO |4|.59|   |L
SJTO |4|.15|   |L
SNSH |4|.58|   |L
SWYG |4|.62|   |L
SBSJ |4|.21|   |L
SBSJ |5|GRND 121.90
SBSJ |5|TWR  118.50
SBSJ |5|APR  119.25
SBSJ |5|APR  129.05
SNUM |4|.48|   |L
SNJH |4|.45|   |L
SJIY |4|.98|   |L
SNLO |4|.09|   |L
SSRU |4|.38|   |L
SSLG |4|.38|   |L
SIBO |4|.26|   |L
SNSD |4|.92|   |L
SDVP |4|332|   |L
SDNO |4|.69|   |L
SNMX |4|.72|   |L
SJMT |4|490|   |L
SWUA |4|.33|   |L
SSMY |4|.39|   |L
SSOE |4|.77|   |L
SBGR |4|3.4|   |L
SBGR |4|3.4|   |L
SBGR |5|ATIS 127.75
SBGR |5|CLR  121.00
SBGR |5|GRND 121.70
SBGR |5|GRND 126.90
SBGR |5|TWR  118.40
SBGR |5|TWR  132.75
SBGR |5|TWR  135.20
SBGR |5|TWR  121.50
SBGR |5|APR  119.80
SBGR |5|APR  120.05
SBGR |5|APR  129.50
SBSP |4|3.6|   |L
SBSP |4|3.6|   |L
SBSP |5|ATIS 127.65
SBSP |5|CLR  120.60
SBSP |5|GRND 121.90
SBSP |5|TWR  127.15
SBSP |5|APR  129.50
SBKP |4|.99|   |L
SBKP |5|GRND 121.90
SBKP |5|TWR  118.25
SBKP |5|APR  121.40
GVSV |4|828|   |L
GVSV |5|TWR  118.40
GVSV |5|APR  118.40
SDAE |4|.58|   |L
SWSH |4|.97|   |L
SNSN |4|.03|   |L
SSEP |4|.17|   |L
SWSY |4|.90|   |L
WW89 |4|.76|   |L
08GA |4|419|   |L
SDSK |4|.92|   |L
NVSH |4|.46|HRD|L
VTBE |4|513|   |L
VTV8 |4|429|   |L
VTV9 |4|681|   |L
VTV9 |5|TWR  122.30
LQSA |4|829|   |L
LQSA |5|GRND 121.90
LQSA |5|TWR  118.25
LQSA |5|APR  119.77
LQSA |5|ATIS 124.12
SSXD |4|.97|   |L
KSRQ |4|404|   |L
KSRQ |4|389|   |L
KSRQ |5|ATIS 124.75
KSRQ |5|UNIC 122.95
KSRQ |5|UNIC 120.10
KSRQ |5|CLR  118.25
KSRQ |5|GRND 121.90
KSRQ |5|TWR  120.10
KSRQ |5|APR  119.65
KSRQ |5|APR  124.95
IN45 |4|244|   |L
SGJ  |4|.39|   |L
SGJ  |5|ATIS 127.70
LFDS |4|792|   |L
LFDS |4|.79|   |L
LFDS |5|UNIC 118.15
WAJI |4|.87|HRD|L
CYZR |4|004|   |L
CYZR |4|997|   |L
CYZR |5|ATIS 118.37
CYZR |5|UNIC 123.00
LFQU |4|950|   |L
LFQU |5|UNIC 123.50
LFGT |4|.71|   |L
LFGT |4|.71|   |L
LFGU |4|9.1|   |L
LFGU |4|.12|   |L
XMZ1 |4|356|   |L
XMZ1 |4||   |L
XMZ1 |4||HRD|L
XMZ1 |4||   |L
XMZ1 |4||   |L
XMZ1 |4||   |L
XMZ1 |4||   |L
XMZ1 |4||   |L
XS36 |4|688|   |L
FYSR |4|.76|   |L
3IN6 |4|941|   |L
LIQW |4|091|   |L
CYXE |4|178|   |L
CYXE |4|178|   |L
CYXE |5|ATIS 128.40
CYXE |5|GRND 121.90
CYXE |5|TWR  118.30
CYXE |5|APR  119.90
CJN5 |4|001|   |L
CRF5 |4|280|   |L
UERS |4|935|   |L
UERS |5|UNIC 122.10
SJEK |4|.54|   |L
ESIB |4|418|   |L
ESIB |4|433|   |L
ESIB |5|GRND 134.30
ESIB |5|TWR  128.20
ESIB |5|APR  134.55
ESIB |5|APR  123.00
SPIP |4|.28|   |L
RJX7 |4|783|   |L
13AK |4|650|   |L
71OH |4|643|   |L
ESNT |4|485|   |L
7U1  |4|500|   |L
SAAV |4|.72|   |L
SAAV |5|TWR  118.50
SAAV |5|APR  118.95
SAAV |4||   |L
SAAV |4||HRD|L
SAAV |4||   |L
SAAV |4||   |L
SAAV |4||   |L
SAAV |4||   |L
SAAV |4||HRD|L
SAAV |4||   |L
SAAV |4||   |L
SAAV |4||   |L
BITH |4|252|   |L
BITH |5|ATIS 118.10
BISA |4|839|   |L
BISA |4|837|   |L
BISA |4|839|   |L
BISA |4|842|   |L
BISA |4|845|   |L
BISA |5|ATIS 118.10
BIKR |4|723|   |L
BIKR |5|ATIS 119.10
79II |4|886|   |L
91C  |4|301|   |L
WT93 |4|.55|   |L
SOOS |4|.62|   |L
LFEW |4|237|   |L
CYAM |4|478|   |L
CYAM |4|486|   |L
CYAM |5|ATIS 133.05
CYAM |5|GRND 121.70
CYAM |5|TWR  118.80
WAPI |4|.98|HRD|L
LFOD |4|257|   |L
LFOD |5|TWR  120.60
SFSI |4|.37|   |L
SFSI |4|.37|   |L
SJMU |4|992|   |L
WW90 |4|.05|   |L
NA02 |4|704|   |L
VT15 |4|700|   |L
KSAV |4|128|   |L
KSAV |4|135|   |L
KSAV |5|UNIC 119.10
KSAV |5|UNIC 122.95
KSAV |5|UNIC 122.95
KSAV |5|CLR  119.55
KSAV |5|GRND 121.90
KSAV |5|TWR  119.10
KSAV |5|APR  118.40
KSAV |5|APR  120.40
KSAV |5|APR  121.10
KSAV |5|APR  125.30
0ND7 |4|468|   |L
EFSA |4|949|   |L
EFSA |5|TWR  118.80
EFSA |5|TWR  119.70
NFNS |4|.79|HRD|L
38KS |4|781|   |L
FBSV |4|.52|   |L
6FL9 |4|692|   |L
VTT0 |4|207|   |L
VTT0 |5|TWR  122.40
01W  |4|.99|   |L
01W  |4|990|   |L
6WI4 |4|512|   |L
MD91 |4|148|   |L
MD91 |4|153|   |L
08OR |4|429|   |L
LKSZ |4|.32|   |L
LKSZ |5|TWR  119.65
PA14 |4|933|   |L
EGPM |4|429|   |L
EGPM |5|TWR  123.60
MO51 |4|426|   |L
1PA9 |4|666|   |L
LSZX |4|173|   |L
LOLS |4|406|   |L
EBSF |4|998|   |L
LSPF |4|689|   |L
6H2  |4|278|   |L
27OH |4|950|   |L
SD62 |4|253|   |L
EDGQ |4|000|   |L
EDGQ |5|TWR  122.02
LOLC |4|896|   |L
OI55 |4|749|   |L
CA07 |4|842|   |L
FY3Z |4|.24|   |L
0NA8 |4|878|   |L
YBSG |4|.61|   |L
YBSG |5|UNIC 126.70
9CO5 |4|583|   |L
WS16 |4|847|   |L
04IL |4|639|   |L
TN80 |4|337|   |L
3S5  |4|033|   |L
IS51 |4|448|   |L
EHAM |4|316|   |L
EHAM |4|.32|   |L
EHAM |4|.33|   |L
EHAM |4|.36|   |L
EHAM |4|287|   |L
EHAM |4|300|   |L
EHAM |5|CLR  121.97
EHAM |5|GRND 121.70
EHAM |5|TWR  119.22
EHAM |5|TWR  128.80
EHAM |5|APR  122.20
48ND |4|514|   |L
MY64 |4|034|   |L
95MO |4|260|   |L
ETNS |4|450|   |L
ETNS |4|455|   |L
ETNS |5|TWR  125.10
ETNS |5|APR  123.30
ETNS |5|APR  135.15
ETNS |5|TWR  125.10
EDXC |4|425|   |L
EDXC |5|TWR  118.67
KSUC |4|393|   |L
MS55 |4|811|   |L
EDKR |4|161|   |L
EDKR |5|TWR  122.42
EDPQ |4|430|   |L
EDPQ |5|TWR  123.00
6OR7 |4|452|   |L
56IS |4|243|   |L
90MN |4|505|   |L
49ND |4|368|   |L
50ND |4|389|   |L
EDBY |4|976|   |L
EDBY |4|970|   |L
EDBY |5|TWR  122.85
EDBY |4||   |L
EDBY |4||   |L
EDBY |4||   |L
PS27 |4|732|   |L
4MO3 |4|994|   |L
NC75 |4|899|   |L
65D  |4|649|   |L
24PA |4|517|   |L
07H  |4|099|   |L
67II |4|373|   |L
YSFS |4|.71|   |L
YSFS |4|.72|   |L
YSFS |4|.71|   |L
KGLS |4|273|   |L
KGLS |4|271|   |L
KGLS |5|ATIS 119.27
KGLS |5|UNIC 120.57
KGLS |5|UNIC 123.05
KGLS |5|CLR  135.35
KGLS |5|GRND 118.62
KGLS |5|TWR  120.57
KGLS |5|APR  134.45
EDAZ |4|202|   |L
EDAZ |4|209|   |L
EDAZ |4|.20|   |L
EDAZ |5|TWR  122.70
SN14 |4|413|   |L
SN14 |4|419|   |L
FY40 |4|.00|   |L
LL56 |4|884|   |L
EDX4 |4|536|   |L
EDX4 |4|533|   |L
EDX4 |5|UNIC 123.50
4OR4 |4|443|   |L
61KY |4|552|   |L
MN79 |4|431|   |L
ND92 |4|711|   |L
ND92 |4|708|   |L
7II3 |4|006|   |L
38ND |4|099|   |L
AZ13 |4|019|   |L
40WI |4|058|   |L
FY41 |4|.26|   |L
3PN0 |4|959|   |L
69OI |4|953|   |L
35OK |4|503|   |L
0ND6 |4|549|   |L
01LL |4|123|   |L
IA21 |4|600|   |L
NE01 |4|198|   |L
5K4  |4|117|   |L
D94  |4|454|   |L
KZER |4|706|   |L
KZER |4|705|   |L
KZER |5|UNIC 123.07
KZER |5|ATIS 127.57
KZER |5|APR  118.25
KZER |5|DEP  118.25
EDPH |4|268|   |L
EDPH |5|TWR  135.42
EDNS |4|178|   |L
EDNS |5|TWR  122.50
EDTY |4|.11|   |L
EDTY |4|119|   |L
EDTY |5|TWR  129.22
EDTY |5|ATIS 133.87
EDTX |4|124|   |L
EDTX |5|TWR  129.22
EDX6 |4|904|   |L
EDX6 |4|901|   |L
EDX6 |5|UNIC 123.37
EDPF |4|342|   |L
EDPF |5|TWR  121.20
4FL8 |4|349|   |L
EDBZ |4|491|   |L
EDRO |4|031|   |L
EDRO |5|TWR  123.00
EDFS |4|011|   |L
EDFS |5|TWR  119.07
MY19 |4|174|   |L
EDTS |4|063|   |L
EDTS |5|TWR  122.85
EDOP |4|421|   |L
EDOP |5|TWR  128.90
EDOP |5|APR  126.17
EDPK |4|047|   |L
EGHE |4|915|   |L
EGHE |4|915|   |L
EGHE |4|.91|   |L
EGHE |4|913|   |L
EGHE |5|TWR  124.87
EGHE |5|APR  124.87
YSCO |4|.03|   |L
YSCO |5|UNIC 124.80
YSCO |5|UNIC 118.80
10K  |4|727|   |L
YSCA |4|.20|   |L
YSCA |4|.20|   |L
YSCA |5|UNIC 126.70
W15  |4|165|   |L
2NC7 |4|172|   |L
7OK2 |4|980|   |L
31TX |4|599|   |L
23FD |4|554|   |L
KBLV |4|.55|   |L
KBLV |4|.55|   |L
KBLV |5|ATIS 128.70
KBLV |5|UNIC 122.95
KBLV |5|CLR  121.75
KBLV |5|GRND 119.20
KBLV |5|GRND 119.87
KBLV |5|TWR  118.65
KBLV |5|TWR  128.25
KBLV |5|APR  125.20
VA61 |4|260|   |L
07MI |4|863|   |L
98W  |4|227|   |L
98W  |4|228|   |L
2IN4 |4|256|   |L
47I  |4|175|   |L
KSCX |4|450|   |L
KSCX |5|ATIS 135.02
KSCX |5|UNIC 122.80
85WA |4|525|   |L
2NC4 |4|336|   |L
ME66 |4|612|   |L
ME66 |4|613|   |L
0AK0 |4|393|   |L
MY90 |4|483|   |L
IN46 |4|653|   |L
OK82 |4|947|   |L
4XS5 |4|116|   |L
SC39 |4|081|   |L
LLSD |4|107|   |L
LLSD |5|ATIS 122.90
LLSD |5|GRND 121.05
LLSD |5|TWR  125.25
LLSD |5|APR  125.25
YSLK |4|.52|HRD|L
YSLK |4|.52|HRD|L
SFSL |4|.43|   |L
21R  |4|016|   |L
XS77 |4|467|   |L
59F  |4|613|   |L
IN58 |4|906|   |L
9N3  |4|586|   |L
H36  |4|060|   |L
88TX |4|207|   |L
56S  |4|019|   |L
KSEA |4|.46|   |L
KSEA |4|.46|   |L
KSEA |4|.46|   |L
KSEA |5|ATIS 118.00
KSEA |5|UNIC 122.95
KSEA |5|CLR  128.00
KSEA |5|GRND 121.70
KSEA |5|TWR  119.90
KSEA |5|APR  119.20
KSEA |5|APR  120.10
KSEA |4||   |L
KSEA |4||TRF|L
KSEA |4||HRD|L
KSEA |4||   |L
KSEA |4||   |L
KSEA |4||   |L
KSEA |4||   |L
KSEA |4||   |L
KSEA |4||   |L
KSEA |4||   |L
KSEA |4||   |L
WW91 |4|377|   |L
WW92 |4|434|   |L
32GA |4|453|   |L
SIPO |4|.92|   |L
98G  |4|732|   |L
98G  |4|727|   |L
AP3  |4|458|   |L
49AK |4|024|   |L
OK49 |4|652|   |L
FASC |4|.52|   |L
FASC |5|ATIS 121.00
FASC |5|UNIC 122.00
61K  |4|152|   |L
61K  |4|149|   |L
LFSJ |4|.65|   |L
LFSJ |4|.65|   |L
LFSJ |4|653|   |L
SWUS |4|.23|   |L
KSEZ |4|843|   |L
KSEZ |5|ATIS 118.52
KSEZ |5|UNIC 123.00
KSEZ |5|APR  124.50
EDXS |4|334|   |L
EDXS |5|TWR  119.65
23S  |4|183|   |L
XS51 |4|406|   |L
31LL |4|778|   |L
86PN |4|043|   |L
EGSJ |4|509|   |L
WT94 |4|.18|   |L
EDAI |4|823|   |L
ULPS |4|762|   |L
AGGS |4|.57|HRD|L
SCSR |4|.07|   |L
SXH  |4|.96|HRD|L
SXH  |5|ATIS 127.85
WIBT |4|053|HRD|L
02XS |4|145|   |L
02XS |4|148|   |L
8H2  |4|884|   |L
OK73 |4|158|   |L
EFSI |4|697|   |L
EFSI |5|TWR  123.60
EFSI |5|TWR  119.70
EFSI |5|TWR  119.70
EFSI |5|TWR  122.80
EFSI |5|APR  130.10
EFSI |5|APR  126.60
EFSI |5|APR  128.15
EFSI |5|APR  119.70
LOLT |4|052|   |L
9PN1 |4|040|   |L
EK72 |4|907|   |L
11S  |4|266|   |L
11S  |5|UNIC 122.90
FB68 |4|-24|   |L
WW93 |4|.55|   |L
WW94 |4|.17|   |L
35KS |4|535|   |L
PASO |4|444|   |L
FB69 |4|.92|   |L
WSSL |4|408|   |L
WSSL |5|GRND 121.60
WSSL |5|TWR  130.20
WSSL |5|TWR  118.45
WSSL |5|APR  120.30
WSSL |5|APR  124.60
BISF |4|924|   |L
BISF |4|932|   |L
BISF |5|ATIS 118.10
FB70 |4|.56|   |L
OH67 |4|122|   |L
5LL4 |4|515|   |L
15Y  |4|532|   |L
54MN |4|880|   |L
0Q4  |4|583|   |L
5W7  |4|531|   |L
WW95 |4|118|   |L
SIUC |4|.22|   |L
WW96 |4|101|   |L
WARS |4|.96|   |L
WARS |5|ATIS 126.00
WARS |5|TWR  122.30
WARS |5|APR  120.30
WSAG |4|417|   |L
WSAG |4|423|   |L
WSAG |5|GRND 118.80
WSAG |5|TWR  129.70
WSAG |5|APR  120.30
WSAG |5|APR  124.60
5NA0 |4|773|   |L
5NA0 |4|775|   |L
SSNK |4|.84|   |L
6FL0 |4|409|   |L
LFGQ |4|.47|   |L
LFGQ |4|.48|   |L
SIQA |4|.40|   |L
SBTE |4|.06|   |L
SBTE |5|ATIS 127.80
SBTE |5|TWR  118.80
SBTE |5|APR  119.60
SNTW |4|.89|   |L
WMKJ |4|655|   |L
WMKJ |5|ATIS 126.60
WMKJ |5|GRND 121.80
WMKJ |5|TWR  122.50
WMKJ |5|APR  124.70
55PA |4|894|   |L
1AR9 |4|816|   |L
FY42 |4|.17|   |L
KSSN |4|723|   |L
OR98 |4|140|   |L
62K  |4|850|   |L
16KS |4|942|   |L
16KS |4|938|   |L
WAJS |4|.44|   |L
WAKQ |4|.69|HRD|L
SNBF |4|.46|   |L
LZSE |4|.66|   |L
LZSE |4|.65|   |L
LZSE |5|TWR  123.60
WW98 |4|.95|   |L
EK43 |4|963|   |L
SNSE |4|.73|   |L
RKSS |4|.57|   |L
RKSS |4|.56|   |L
RKSS |5|ATIS 126.40
RKSS |5|CLR  122.60
RKSS |5|CLR  125.85
RKSS |5|GRND 121.25
RKSS |5|GRND 121.95
RKSS |5|GRND 121.90
RKSS |5|TWR  127.10
RKSS |5|TWR  118.05
RKSS |5|TWR  118.10
RKSS |5|APR  120.80
RKSS |5|APR  119.75
RKSS |5|APR  119.90
RKSS |5|APR  125.50
RKSS |5|DEP  125.15
RKSS |5|DEP  124.80
EHSE |4|553|   |L
EHSE |5|TWR  120.65
W28  |4|099|   |L
W28  |5|ATIS 122.70
CA44 |4|153|   |L
7F4  |4|917|   |L
SJSE |4|.32|   |L
WT14 |4|.97|   |L
SWFZ |4|.98|   |L
2AR1 |4|293|   |L
AZ31 |4|002|   |L
AZ09 |4|801|   |L
WBAK |4|331|   | 
WT01 |4|741|   |L
SWSX |4|.10|   |L
FB71 |4|.81|   |L
YSEN |4|.39|   |L
YSEN |4|.39|   |L
YSEN |5|UNIC 126.70
SIUK |4|.92|   |L
SJRC |4|.82|   |L
SWKQ |4|.07|   |L
SNLG |4|.40|   |L
SJMV |4|943|   |L
LFTM |4|460|   |L
SNSO |4|.61|   |L
SNUW |4|.05|   |L
SWSR |4|.74|   |L
SSSZ |4|.06|   |L
WABO |4|.87|   |L
WT02 |4|850|   |L
FYSF |4|.10|   |L
FYSS |4|.50|   |L
SDCM |4|.86|   |L
8MN4 |4|376|   |L
AK89 |4|497|   |L
ID17 |4|016|   |L
0NK3 |4|699|   |L
1NC8 |4|234|   |L
62GA |4|328|   |L
16TA |4|927|   |L
25X  |4|966|   |L
SJBX |4|.01|   |L
UUMS |4|049|   |L
UUMS |5|TWR  133.15
UUMS |5|APR  124.00
LL79 |4|396|   |L
59A  |4|349|   |L
WI76 |4|950|   |L
TN20 |4|810|   |L
KGSB |4|334|   |L
KGSB |5|CLR  128.02
KGSB |5|TWR  126.25
KGSB |5|APR  123.70
KGSB |5|APR  119.70
KGSB |5|DEP  119.70
KGSB |5|DEP  123.70
LFFZ |4|.70|   |L
LFFZ |4|.70|   |L
8NY7 |4|573|   |L
8NY7 |4|572|   |L
GA73 |4|161|   |L
MS82 |4|514|   |L
8I2  |4|931|   |L
FYSG |4|.00|   |L
2CL7 |4|398|   |L
FB72 |4|.93|   |L
3B8  |4|728|   |L
9FL5 |4|818|   |L
24X  |4|095|   |L
6MD5 |4|814|   |L
9II0 |4|284|   |L
MI77 |4|299|   |L
PAHX |4|698|   |L
IN08 |4|172|   |L
IN08 |4|171|   |L
PFSH |4|376|   |L
PFSH |4|365|HRD|L
PFSH |5|ATIS 121.55
PFSH |5|UNIC 122.80
PFSH |5|APR  135.70
SFSW |4|.75|   |L
SFSW |4|.75|   |L
SFSW |4|.75|   |L
CZTM |4|693|   |L
SD41 |4|536|   |L
IN84 |4|411|   |L
6G8  |4|091|   |L
3VA4 |4|860|   |L
ZSPD |4|158|   |L
ZSPD |4|.16|   |L
ZSPD |4|.15|   |L
ZSPD |4|.16|   |L
ZSPD |5|ATIS 127.85
ZSPD |5|ATIS 131.45
ZSPD |5|TWR  118.40
ZSPD |5|TWR  118.80
